decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,tier,race,pass_bar
4.0,1.0,34.3,2.8,-0.21,-1.59,1.0,4.0,1.0,4.0,White,0.0
9.0,7.0,39.0,3.4,0.95,0.46,1.0,3.0,1.0,4.0,White,1.0
10.0,8.0,42.0,3.4,1.45,0.67,1.0,4.0,1.0,5.0,White,1.0
8.0,8.0,31.5,2.8,0.82,0.68,1.0,4.0,1.0,3.0,Non-White,1.0
8.0,8.0,38.0,3.5,0.8,0.69,1.0,4.0,0.0,5.0,White,1.0
3.0,2.0,28.0,3.0,-0.43,-1.09,1.0,3.0,1.0,3.0,White,1.0
10.0,9.0,41.0,3.4,1.36,1.02,1.0,4.0,0.0,4.0,White,1.0
7.0,8.0,35.5,3.5,0.3,0.6,1.0,4.0,0.0,5.0,White,1.0
6.0,7.0,42.0,3.2,0.26,0.38,1.0,3.0,1.0,4.0,White,1.0
9.0,9.0,34.0,3.0,0.96,1.12,1.0,4.0,1.0,3.0,White,1.0
2.0,4.0,36.0,3.2,-0.76,-0.5,1.0,3.0,0.0,4.0,Non-White,1.0
5.0,6.0,40.7,3.1,0.08,0.03,1.0,4.0,0.0,4.0,White,1.0
7.0,7.0,42.0,3.4,0.48,0.47,1.0,3.0,1.0,3.0,White,1.0
10.0,10.0,48.0,3.8,1.76,1.94,1.0,4.0,1.0,5.0,White,1.0
4.0,2.0,40.0,3.8,-0.38,-0.86,1.0,3.0,1.0,5.0,White,1.0
8.0,9.0,20.0,2.2,0.89,1.25,1.0,3.0,0.0,1.0,Non-White,1.0
3.0,3.0,30.5,3.5,-0.63,-0.57,1.0,3.0,1.0,3.0,White,1.0
9.0,9.0,37.0,4.0,1.15,0.97,1.0,4.0,1.0,4.0,White,1.0
3.0,4.0,37.0,3.8,-0.77,-0.38,1.0,3.0,0.0,6.0,White,1.0
9.0,8.0,37.0,3.7,0.99,0.61,1.0,3.0,0.0,4.0,White,1.0
1.0,1.0,22.5,2.5,-1.35,-1.63,1.0,2.0,0.0,3.0,Non-White,0.0
3.0,2.0,39.0,3.7,-0.75,-1.12,1.0,4.0,0.0,5.0,White,1.0
5.0,8.0,43.0,3.0,0.03,0.63,1.0,4.0,1.0,4.0,White,1.0
7.0,8.0,30.3,3.3,0.51,0.69,1.0,4.0,0.0,3.0,White,1.0
8.0,4.0,36.0,3.4,0.71,-0.27,1.0,4.0,0.0,4.0,White,0.0
5.0,6.0,36.0,3.0,-0.03,0.23,1.0,2.0,1.0,5.0,White,1.0
4.0,5.0,38.0,3.6,-0.36,-0.06,1.0,4.0,1.0,4.0,White,1.0
8.0,9.0,41.0,2.9,0.87,0.95,1.0,4.0,1.0,4.0,White,1.0
1.0,2.0,26.0,3.0,-1.27,-1.28,1.0,3.0,0.0,4.0,Non-White,1.0
8.0,8.0,42.0,3.3,0.81,0.65,1.0,3.0,1.0,4.0,White,1.0
3.0,4.0,39.0,3.6,-0.57,-0.34,1.0,1.0,1.0,5.0,Non-White,1.0
6.0,6.0,45.0,3.9,0.09,0.02,1.0,3.0,1.0,5.0,Non-White,1.0
1.0,2.0,33.0,3.1,-1.26,-1.06,1.0,2.0,0.0,3.0,White,0.0
7.0,6.0,39.0,3.3,0.49,0.15,1.0,4.0,0.0,4.0,White,1.0
3.0,3.0,48.0,3.3,-0.72,-0.8,1.0,4.0,1.0,6.0,White,1.0
10.0,8.0,45.0,2.7,1.42,0.61,1.0,4.0,1.0,3.0,White,1.0
9.0,9.0,37.0,3.3,0.95,1.08,1.0,3.0,0.0,5.0,White,1.0
10.0,9.0,37.0,3.7,1.56,0.96,2.0,4.0,0.0,3.0,White,1.0
8.0,9.0,38.0,2.5,0.73,0.87,1.0,4.0,1.0,3.0,White,1.0
1.0,1.0,39.0,3.8,-2.14,-1.89,1.0,4.0,0.0,4.0,White,0.0
3.0,4.0,37.5,3.6,-0.72,-0.53,1.0,4.0,0.0,4.0,White,1.0
9.0,9.0,36.0,3.8,0.94,1.12,2.0,3.0,1.0,4.0,White,1.0
5.0,7.0,38.0,3.3,0.05,0.34,1.0,3.0,1.0,3.0,White,1.0
8.0,9.0,37.0,3.4,0.63,0.9,1.0,3.0,0.0,3.0,White,1.0
8.0,7.0,31.0,3.7,0.8,0.35,1.0,3.0,0.0,3.0,Non-White,1.0
9.0,9.0,35.0,3.8,1.26,1.16,1.0,4.0,0.0,3.0,White,1.0
7.0,7.0,35.0,3.3,0.48,0.5,1.0,3.0,1.0,3.0,White,1.0
9.0,10.0,47.0,3.3,1.03,1.44,1.0,3.0,1.0,4.0,White,1.0
6.0,5.0,28.0,2.5,0.29,-0.04,1.0,1.0,1.0,1.0,Non-White,1.0
2.0,2.0,28.5,3.5,-1.04,-1.3,1.0,2.0,0.0,3.0,Non-White,1.0
4.0,5.0,37.0,3.4,-0.34,-0.07,1.0,3.0,1.0,4.0,White,1.0
5.0,6.0,41.0,3.3,0.02,0.17,1.0,3.0,1.0,3.0,Non-White,1.0
6.0,8.0,44.0,3.8,0.24,0.59,1.0,3.0,1.0,6.0,Non-White,1.0
7.0,8.0,37.0,3.1,0.46,0.82,1.0,3.0,1.0,6.0,Non-White,1.0
6.0,5.0,32.0,3.5,0.26,-0.01,1.0,4.0,0.0,4.0,White,1.0
6.0,6.0,37.0,2.9,0.18,0.14,2.0,3.0,1.0,5.0,White,1.0
10.0,9.0,36.0,3.4,1.59,1.07,1.0,4.0,1.0,3.0,White,1.0
7.0,9.0,47.0,3.6,0.39,0.9,1.0,4.0,0.0,4.0,White,1.0
3.0,3.0,40.0,3.7,-0.49,-0.55,1.0,1.0,0.0,5.0,White,1.0
7.0,8.0,32.0,3.1,0.53,0.74,1.0,4.0,1.0,2.0,White,0.0
9.0,8.0,39.0,3.5,1.13,0.84,1.0,4.0,1.0,3.0,White,1.0
4.0,5.0,32.0,3.2,-0.27,-0.09,1.0,3.0,0.0,5.0,White,1.0
2.0,4.0,35.0,3.6,-0.99,-0.28,1.0,4.0,1.0,4.0,White,1.0
8.0,7.0,36.0,3.1,0.76,0.38,1.0,3.0,0.0,5.0,White,1.0
5.0,8.0,42.0,3.3,-0.01,0.8,1.0,4.0,0.0,5.0,White,1.0
3.0,3.0,38.0,3.0,-0.73,-0.79,1.0,4.0,1.0,4.0,White,1.0
1.0,1.0,46.0,3.0,-1.27,-2.15,1.0,3.0,1.0,5.0,White,0.0
7.0,5.0,29.0,3.4,0.39,-0.03,1.0,5.0,1.0,3.0,White,1.0
10.0,7.0,48.0,3.0,1.57,0.46,1.0,5.0,0.0,4.0,White,1.0
10.0,10.0,38.0,3.5,2.78,2.76,1.0,5.0,1.0,3.0,White,1.0
10.0,10.0,35.0,3.2,1.47,1.8,1.0,3.0,1.0,3.0,White,1.0
8.0,6.0,44.0,3.8,0.64,0.18,1.0,4.0,0.0,4.0,White,1.0
9.0,6.0,34.0,3.2,0.93,0.23,1.0,3.0,1.0,4.0,White,1.0
7.0,7.0,31.0,3.3,0.36,0.4,1.0,4.0,1.0,2.0,White,1.0
6.0,9.0,36.0,3.5,0.26,0.99,1.0,4.0,0.0,3.0,White,1.0
2.0,4.0,41.0,3.2,-0.92,-0.39,1.0,4.0,1.0,3.0,White,1.0
4.0,8.0,33.5,2.9,-0.21,0.67,1.0,4.0,0.0,3.0,White,1.0
8.0,9.0,45.0,3.7,0.85,0.86,1.0,5.0,1.0,6.0,Non-White,1.0
4.0,5.0,33.0,3.6,-0.34,-0.12,1.0,4.0,0.0,3.0,White,1.0
2.0,2.0,44.0,2.7,-0.89,-0.97,1.0,4.0,0.0,4.0,White,1.0
9.0,10.0,43.0,3.3,1.13,1.5,1.0,3.0,1.0,4.0,White,1.0
9.0,9.0,47.0,3.5,1.26,0.95,1.0,4.0,1.0,6.0,White,1.0
7.0,6.0,33.0,3.2,0.38,-0.03,1.0,3.0,1.0,2.0,White,1.0
6.0,8.0,42.0,3.5,0.13,0.76,1.0,4.0,0.0,6.0,White,1.0
4.0,6.0,33.0,3.4,-0.2,0.16,1.0,2.0,1.0,4.0,White,1.0
3.0,5.0,41.0,2.9,-0.61,-0.11,1.0,5.0,0.0,3.0,White,1.0
2.0,3.0,34.0,3.1,-0.81,-0.81,2.0,4.0,1.0,4.0,White,1.0
1.0,2.0,31.0,3.5,-2.21,-1.09,1.0,4.0,0.0,5.0,White,0.0
7.0,10.0,39.0,3.5,0.58,1.43,1.0,3.0,1.0,1.0,White,1.0
3.0,3.0,39.0,3.4,-0.56,-0.7,1.0,2.0,0.0,3.0,White,1.0
8.0,10.0,37.0,3.8,0.86,1.6,1.0,3.0,1.0,3.0,White,1.0
2.0,2.0,38.0,3.1,-1.03,-1.13,1.0,4.0,1.0,6.0,Non-White,1.0
6.0,7.0,36.0,2.5,0.3,0.37,1.0,4.0,1.0,3.0,White,1.0
2.0,2.0,30.0,3.6,-0.79,-0.96,1.0,3.0,1.0,3.0,White,1.0
5.0,4.0,42.0,3.2,-0.03,-0.3,1.0,4.0,1.0,4.0,White,1.0
1.0,2.0,41.0,3.1,-1.16,-1.28,1.0,3.0,1.0,4.0,Non-White,1.0
7.0,6.0,36.0,3.1,0.37,0.13,1.0,3.0,1.0,3.0,White,1.0
3.0,3.0,24.5,2.5,-0.37,-0.69,1.0,1.0,1.0,1.0,Non-White,0.0
1.0,1.0,28.0,2.5,-2.18,-2.5,1.0,3.0,0.0,4.0,Non-White,0.0
3.0,4.0,25.0,2.6,-0.63,-0.39,1.0,4.0,1.0,4.0,Non-White,1.0
5.0,7.0,34.0,3.2,-0.08,0.36,1.0,3.0,0.0,2.0,White,0.0
2.0,1.0,30.0,2.7,-0.73,-1.53,1.0,1.0,0.0,3.0,Non-White,1.0
9.0,8.0,40.0,4.0,0.91,0.62,1.0,3.0,1.0,4.0,White,1.0
4.0,6.0,39.0,2.8,-0.31,0.12,1.0,2.0,1.0,1.0,White,1.0
3.0,4.0,38.0,3.4,-0.47,-0.43,1.0,4.0,0.0,4.0,White,1.0
8.0,8.0,38.0,3.6,0.71,0.87,1.0,3.0,0.0,3.0,White,1.0
5.0,4.0,24.0,3.5,0.03,-0.44,1.0,2.0,0.0,3.0,Non-White,1.0
7.0,6.0,44.0,3.9,0.55,0.18,1.0,3.0,1.0,6.0,White,1.0
6.0,6.0,35.0,3.8,0.12,0.23,1.0,3.0,0.0,5.0,Non-White,1.0
10.0,10.0,41.0,3.3,1.88,1.64,1.0,3.0,1.0,3.0,White,1.0
1.0,1.0,34.0,2.5,-1.38,-2.18,1.0,3.0,1.0,2.0,Non-White,1.0
7.0,5.0,32.0,3.5,0.35,-0.12,1.0,3.0,1.0,5.0,White,1.0
7.0,10.0,29.0,3.4,0.48,1.42,2.0,3.0,0.0,3.0,White,1.0
10.0,10.0,44.0,3.6,2.0,1.47,1.0,4.0,0.0,5.0,White,1.0
10.0,10.0,42.0,3.5,1.91,1.99,1.0,4.0,1.0,3.0,White,1.0
3.0,3.0,40.0,3.1,-0.58,-0.7,1.0,1.0,0.0,5.0,Non-White,1.0
3.0,6.0,37.0,3.4,-0.52,0.04,1.0,4.0,0.0,5.0,Non-White,1.0
5.0,5.0,37.0,2.3,-0.04,-0.14,1.0,4.0,0.0,3.0,White,0.0
8.0,5.0,37.0,2.8,0.63,-0.21,1.0,5.0,1.0,3.0,White,1.0
3.0,2.0,37.0,3.2,-0.57,-1.17,1.0,2.0,1.0,5.0,White,0.0
7.0,6.0,39.0,2.8,0.34,0.17,1.0,3.0,1.0,4.0,White,1.0
10.0,10.0,45.0,2.6,2.06,2.12,1.0,4.0,1.0,5.0,White,1.0
3.0,5.0,35.0,3.5,-0.71,-0.13,1.0,3.0,0.0,5.0,White,1.0
5.0,4.0,35.5,3.4,-0.15,-0.27,1.0,3.0,1.0,4.0,White,1.0
3.0,2.0,41.0,3.8,-0.47,-0.93,1.0,3.0,0.0,5.0,White,1.0
6.0,6.0,30.0,2.8,0.2,0.14,1.0,4.0,0.0,3.0,White,1.0
3.0,3.0,40.0,2.6,-0.44,-0.62,1.0,2.0,1.0,3.0,White,1.0
6.0,3.0,36.0,2.9,0.16,-0.76,1.0,4.0,0.0,4.0,White,0.0
6.0,6.0,31.0,3.4,0.19,0.03,1.0,3.0,1.0,2.0,White,1.0
3.0,2.0,37.0,3.6,-0.51,-0.99,1.0,3.0,1.0,4.0,White,0.0
6.0,5.0,33.0,3.5,0.06,-0.24,1.0,3.0,0.0,5.0,Non-White,0.0
5.0,4.0,42.0,3.4,-0.12,-0.36,1.0,3.0,1.0,4.0,White,1.0
9.0,8.0,43.0,3.7,1.0,0.7,1.0,3.0,0.0,6.0,White,1.0
3.0,3.0,30.0,3.2,-0.71,-0.73,1.0,4.0,1.0,2.0,White,0.0
1.0,1.0,29.5,3.1,-1.46,-1.68,1.0,3.0,0.0,3.0,White,0.0
1.0,1.0,29.7,3.1,-1.17,-1.78,1.0,3.0,1.0,3.0,White,0.0
7.0,9.0,42.0,3.9,0.5,1.1,1.0,4.0,0.0,5.0,White,1.0
3.0,3.0,25.0,3.2,-0.64,-0.61,1.0,3.0,0.0,3.0,White,1.0
2.0,1.0,30.0,2.4,-0.91,-1.35,1.0,2.0,1.0,4.0,Non-White,1.0
2.0,2.0,33.0,2.5,-0.89,-1.3,1.0,3.0,1.0,3.0,Non-White,1.0
6.0,4.0,35.0,3.5,0.12,-0.38,1.0,4.0,1.0,3.0,White,1.0
10.0,10.0,40.0,3.0,1.84,1.82,1.0,4.0,1.0,3.0,White,1.0
4.0,3.0,39.0,3.3,-0.32,-0.65,1.0,3.0,1.0,3.0,White,1.0
1.0,2.0,35.0,3.3,-1.39,-0.96,2.0,3.0,0.0,3.0,White,0.0
8.0,6.0,30.5,3.5,0.78,0.24,1.0,3.0,0.0,4.0,White,1.0
9.0,9.0,38.0,3.1,0.92,1.18,1.0,4.0,1.0,4.0,White,1.0
9.0,8.0,41.0,3.3,0.98,0.64,2.0,3.0,1.0,5.0,White,1.0
2.0,5.0,48.0,3.8,-0.84,-0.06,1.0,5.0,1.0,6.0,White,1.0
5.0,5.0,35.0,2.5,-0.04,-0.05,1.0,2.0,1.0,3.0,White,1.0
1.0,1.0,33.0,3.0,-1.72,-2.04,1.0,3.0,1.0,4.0,Non-White,0.0
2.0,3.0,30.0,3.7,-0.82,-0.7,1.0,4.0,1.0,2.0,White,0.0
5.0,6.0,34.0,3.1,-0.1,0.15,1.0,4.0,0.0,3.0,Non-White,1.0
2.0,1.0,43.0,2.6,-1.06,-1.44,1.0,4.0,1.0,5.0,White,1.0
2.0,2.0,39.0,3.1,-0.83,-1.31,1.0,3.0,0.0,4.0,White,1.0
9.0,10.0,42.0,3.6,1.23,1.41,1.0,4.0,1.0,5.0,White,1.0
4.0,5.0,34.0,2.9,-0.36,-0.3,1.0,4.0,1.0,2.0,White,1.0
5.0,7.0,34.5,3.3,-0.07,0.29,1.0,4.0,0.0,5.0,White,1.0
10.0,5.0,36.0,3.1,1.33,-0.17,1.0,3.0,1.0,2.0,White,1.0
6.0,3.0,38.0,3.2,0.14,-0.8,1.0,3.0,1.0,3.0,White,1.0
7.0,8.0,32.0,3.2,0.43,0.77,1.0,4.0,1.0,5.0,White,1.0
5.0,4.0,42.0,3.2,-0.18,-0.38,1.0,3.0,1.0,5.0,White,1.0
2.0,4.0,30.0,3.2,-1.14,-0.37,2.0,3.0,0.0,5.0,White,0.0
5.0,4.0,42.0,3.2,-0.11,-0.46,1.0,3.0,0.0,4.0,White,1.0
5.0,3.0,35.0,2.9,-0.07,-0.58,1.0,4.0,1.0,3.0,White,1.0
9.0,9.0,35.0,3.7,1.02,1.14,1.0,4.0,0.0,4.0,White,1.0
6.0,7.0,36.5,3.2,0.25,0.44,1.0,3.0,1.0,4.0,White,1.0
1.0,1.0,31.0,2.7,-1.79,-1.77,1.0,3.0,0.0,3.0,Non-White,0.0
8.0,8.0,39.0,3.1,0.67,0.68,1.0,5.0,1.0,5.0,White,1.0
10.0,10.0,27.0,2.7,1.41,1.44,2.0,5.0,1.0,4.0,White,1.0
1.0,2.0,29.0,3.4,-1.19,-1.07,1.0,3.0,1.0,3.0,White,1.0
1.0,1.0,27.0,3.5,-2.04,-1.96,1.0,2.0,0.0,5.0,Non-White,0.0
3.0,4.0,40.0,3.7,-0.43,-0.35,1.0,4.0,1.0,3.0,White,1.0
6.0,6.0,41.0,3.8,0.12,0.04,1.0,4.0,0.0,6.0,White,1.0
7.0,8.0,41.0,3.6,0.45,0.74,1.0,4.0,1.0,3.0,White,1.0
8.0,9.0,34.0,3.0,0.74,0.95,1.0,5.0,0.0,3.0,White,1.0
3.0,3.0,28.0,3.1,-0.58,-0.81,2.0,3.0,0.0,4.0,Non-White,1.0
7.0,6.0,44.0,3.3,0.49,0.05,1.0,3.0,0.0,4.0,White,1.0
7.0,9.0,38.0,2.3,0.47,1.23,1.0,5.0,1.0,3.0,White,1.0
2.0,3.0,38.0,3.7,-1.09,-0.68,1.0,3.0,0.0,4.0,White,1.0
10.0,10.0,39.0,4.0,2.01,2.14,1.0,4.0,0.0,4.0,White,1.0
10.0,9.0,36.0,3.2,1.31,0.88,1.0,4.0,1.0,4.0,White,1.0
6.0,3.0,36.0,2.6,0.24,-0.53,2.0,4.0,1.0,5.0,White,1.0
2.0,4.0,39.0,2.9,-0.84,-0.48,1.0,4.0,0.0,3.0,White,1.0
7.0,8.0,34.0,3.3,0.37,0.81,1.0,3.0,0.0,3.0,White,1.0
5.0,3.0,42.0,3.7,0.01,-0.74,1.0,3.0,1.0,4.0,White,1.0
2.0,2.0,27.0,3.2,-0.94,-0.96,2.0,1.0,1.0,2.0,White,1.0
10.0,10.0,41.0,3.8,1.44,1.36,1.0,2.0,0.0,4.0,White,1.0
6.0,2.0,36.0,3.2,0.26,-1.0,1.0,5.0,1.0,3.0,White,1.0
9.0,10.0,35.0,3.9,1.09,1.41,1.0,2.0,0.0,4.0,White,1.0
10.0,10.0,40.0,3.6,1.57,1.84,1.0,3.0,1.0,3.0,White,1.0
3.0,4.0,31.0,3.2,-0.51,-0.37,1.0,3.0,0.0,3.0,White,1.0
5.0,7.0,37.0,3.4,0.06,0.53,1.0,2.0,1.0,4.0,White,1.0
10.0,10.0,42.0,3.5,1.7,1.67,1.0,4.0,0.0,5.0,White,1.0
2.0,2.0,42.0,3.1,-1.05,-1.15,2.0,3.0,1.0,4.0,White,1.0
10.0,9.0,37.0,3.1,1.37,1.07,1.0,4.0,1.0,5.0,White,1.0
4.0,3.0,37.0,2.9,-0.17,-0.72,1.0,4.0,1.0,3.0,White,1.0
4.0,5.0,44.0,3.5,-0.26,-0.09,1.0,3.0,1.0,5.0,White,1.0
6.0,5.0,37.0,3.7,0.25,-0.14,1.0,3.0,1.0,4.0,White,1.0
5.0,7.0,33.0,2.5,0.08,0.38,1.0,4.0,1.0,1.0,White,0.0
1.0,1.0,39.0,2.5,-1.63,-2.44,1.0,5.0,1.0,3.0,White,1.0
5.0,6.0,34.0,3.7,0.02,0.17,1.0,4.0,1.0,4.0,White,1.0
1.0,1.0,29.0,2.6,-1.22,-1.69,1.0,3.0,1.0,3.0,Non-White,1.0
7.0,7.0,42.0,3.4,0.52,0.52,1.0,4.0,0.0,6.0,Non-White,1.0
2.0,1.0,36.0,2.9,-0.78,-1.78,1.0,2.0,0.0,3.0,White,1.0
6.0,4.0,40.0,3.2,0.22,-0.34,1.0,4.0,1.0,4.0,White,1.0
9.0,10.0,36.0,3.3,1.02,1.35,1.0,2.0,0.0,3.0,White,1.0
10.0,10.0,40.0,4.0,1.96,1.7,1.0,3.0,0.0,3.0,White,1.0
9.0,9.0,37.0,3.4,1.22,1.22,1.0,3.0,0.0,4.0,White,1.0
7.0,7.0,40.0,3.3,0.5,0.34,2.0,4.0,0.0,6.0,White,1.0
2.0,1.0,26.0,3.0,-1.02,-1.48,1.0,3.0,0.0,4.0,Non-White,0.0
10.0,9.0,36.5,3.5,1.37,1.11,1.0,3.0,0.0,3.0,White,1.0
2.0,3.0,34.0,3.0,-0.74,-0.7,1.0,4.0,0.0,3.0,White,1.0
1.0,2.0,26.0,3.6,-1.15,-1.0,1.0,3.0,1.0,3.0,Non-White,0.0
4.0,4.0,44.0,3.5,-0.2,-0.46,1.0,4.0,0.0,4.0,Non-White,1.0
7.0,6.0,34.0,2.5,0.3,0.01,1.0,4.0,1.0,2.0,White,1.0
9.0,8.0,35.0,3.3,0.94,0.84,1.0,4.0,1.0,3.0,White,1.0
8.0,7.0,47.0,3.4,0.87,0.51,1.0,4.0,1.0,6.0,White,1.0
4.0,6.0,42.0,3.3,-0.35,0.08,1.0,5.0,1.0,3.0,White,1.0
3.0,4.0,38.0,3.5,-0.65,-0.45,1.0,3.0,0.0,5.0,White,1.0
9.0,9.0,46.0,3.5,1.28,0.9,1.0,2.0,0.0,5.0,White,1.0
7.0,8.0,33.0,3.2,0.45,0.56,1.0,4.0,0.0,3.0,Non-White,1.0
9.0,2.0,39.0,2.9,1.23,-1.21,1.0,5.0,1.0,5.0,White,1.0
4.0,6.0,37.0,3.4,-0.24,0.25,1.0,4.0,1.0,4.0,White,1.0
6.0,6.0,38.0,3.3,0.18,0.24,1.0,3.0,1.0,3.0,White,1.0
8.0,9.0,40.0,2.6,0.73,0.95,1.0,3.0,1.0,4.0,White,1.0
4.0,4.0,26.0,2.6,-0.28,-0.34,1.0,3.0,0.0,4.0,Non-White,1.0
5.0,6.0,44.0,3.8,-0.01,0.18,1.0,3.0,0.0,6.0,White,1.0
5.0,7.0,36.0,2.9,-0.05,0.35,1.0,3.0,1.0,3.0,White,1.0
1.0,3.0,37.0,3.3,-1.45,-0.8,1.0,3.0,0.0,3.0,White,1.0
8.0,6.0,38.0,2.9,0.74,0.16,1.0,3.0,0.0,3.0,Non-White,1.0
7.0,8.0,29.0,3.7,0.54,0.84,1.0,3.0,1.0,2.0,White,1.0
4.0,4.0,39.0,2.8,-0.19,-0.48,2.0,4.0,1.0,3.0,White,0.0
4.0,8.0,31.0,3.5,-0.41,0.69,1.0,4.0,0.0,2.0,White,1.0
8.0,8.0,47.0,3.6,0.75,0.65,1.0,5.0,1.0,6.0,White,1.0
4.0,4.0,43.0,2.7,-0.46,-0.49,1.0,3.0,1.0,6.0,White,1.0
9.0,9.0,41.0,3.4,1.04,0.98,1.0,3.0,0.0,5.0,White,1.0
6.0,3.0,30.0,3.2,0.24,-0.57,1.0,3.0,1.0,3.0,White,1.0
10.0,10.0,31.5,3.5,2.1,2.01,1.0,3.0,0.0,3.0,White,1.0
5.0,9.0,38.0,3.6,0.08,0.88,1.0,4.0,1.0,4.0,White,1.0
3.0,6.0,40.0,3.7,-0.6,0.18,1.0,4.0,0.0,5.0,White,1.0
6.0,6.0,38.0,3.6,0.29,0.1,1.0,4.0,1.0,3.0,White,1.0
9.0,9.0,42.0,2.8,1.27,0.88,1.0,4.0,0.0,3.0,White,1.0
4.0,5.0,42.0,3.8,-0.25,-0.21,1.0,4.0,1.0,4.0,White,1.0
7.0,3.0,35.0,3.2,0.33,-0.65,1.0,4.0,0.0,3.0,White,1.0
3.0,3.0,42.0,3.3,-0.64,-0.73,1.0,4.0,1.0,4.0,White,1.0
5.0,10.0,35.0,3.6,0.01,1.42,1.0,3.0,0.0,4.0,White,1.0
10.0,10.0,42.0,3.9,2.15,2.77,1.0,4.0,0.0,4.0,White,1.0
2.0,3.0,43.0,3.8,-0.84,-0.59,1.0,2.0,0.0,6.0,White,1.0
5.0,4.0,36.0,3.0,-0.1,-0.48,1.0,4.0,1.0,5.0,White,1.0
8.0,7.0,38.0,3.7,0.61,0.27,1.0,2.0,1.0,2.0,White,1.0
9.0,9.0,42.5,3.7,1.02,1.22,1.0,4.0,1.0,5.0,White,1.0
7.0,6.0,36.5,3.5,0.47,0.2,1.0,3.0,1.0,4.0,White,1.0
4.0,4.0,29.5,3.5,-0.21,-0.52,1.0,4.0,0.0,3.0,White,1.0
5.0,5.0,36.0,3.0,-0.03,-0.21,1.0,3.0,1.0,6.0,White,1.0
3.0,1.0,36.0,3.3,-0.83,-1.82,1.0,3.0,0.0,6.0,White,0.0
2.0,5.0,48.0,4.0,-0.96,-0.01,1.0,3.0,0.0,5.0,White,1.0
3.0,6.0,36.0,2.9,-0.44,0.21,1.0,4.0,0.0,3.0,White,1.0
10.0,10.0,36.0,3.8,2.12,2.84,1.0,3.0,1.0,4.0,White,1.0
2.0,2.0,39.0,2.3,-0.76,-1.19,2.0,3.0,0.0,5.0,White,1.0
4.0,2.0,36.0,3.3,-0.22,-0.91,1.0,2.0,1.0,5.0,Non-White,1.0
5.0,7.0,45.0,3.1,-0.09,0.5,1.0,3.0,1.0,4.0,White,1.0
3.0,7.0,37.0,3.2,-0.48,0.38,2.0,3.0,1.0,5.0,White,0.0
9.0,10.0,36.5,3.6,1.13,1.67,1.0,3.0,1.0,5.0,White,1.0
5.0,4.0,40.0,3.6,-0.09,-0.39,1.0,3.0,0.0,4.0,Non-White,1.0
8.0,8.0,33.5,2.5,0.75,0.66,1.0,4.0,1.0,3.0,White,1.0
8.0,10.0,37.0,3.1,0.75,1.54,1.0,4.0,0.0,2.0,White,1.0
9.0,8.0,44.0,3.0,0.99,0.65,1.0,4.0,1.0,4.0,White,1.0
3.0,3.0,35.0,3.5,-0.42,-0.82,1.0,3.0,1.0,3.0,White,1.0
3.0,3.0,35.0,3.2,-0.5,-0.86,1.0,4.0,1.0,4.0,White,0.0
2.0,3.0,36.5,3.2,-0.77,-0.79,1.0,4.0,0.0,3.0,White,1.0
4.0,4.0,41.0,2.5,-0.26,-0.47,1.0,4.0,0.0,4.0,White,1.0
9.0,9.0,37.0,3.5,1.07,0.94,1.0,4.0,1.0,5.0,White,1.0
6.0,6.0,26.7,3.2,0.2,0.0,2.0,4.0,0.0,3.0,White,1.0
1.0,2.0,36.0,3.7,-1.35,-0.94,1.0,4.0,0.0,4.0,White,0.0
9.0,8.0,34.0,3.2,1.18,0.85,1.0,2.0,1.0,5.0,White,1.0
3.0,3.0,42.0,3.5,-0.46,-0.8,1.0,3.0,1.0,4.0,White,1.0
1.0,1.0,28.0,2.8,-1.63,-2.09,1.0,3.0,1.0,4.0,Non-White,0.0
9.0,8.0,25.0,3.5,1.03,0.79,1.0,2.0,1.0,3.0,Non-White,1.0
10.0,10.0,35.0,2.3,1.69,2.41,1.0,4.0,1.0,1.0,White,1.0
7.0,9.0,35.0,3.4,0.59,0.95,1.0,4.0,1.0,4.0,White,1.0
8.0,9.0,36.0,3.7,0.78,0.88,1.0,4.0,1.0,4.0,White,1.0
8.0,8.0,32.5,3.1,0.71,0.76,1.0,4.0,0.0,5.0,Non-White,1.0
7.0,4.0,32.0,2.6,0.28,-0.39,1.0,2.0,1.0,2.0,White,1.0
7.0,2.0,48.0,2.2,0.41,-0.98,1.0,5.0,1.0,4.0,White,0.0
10.0,9.0,42.0,3.8,1.59,1.15,1.0,4.0,0.0,6.0,White,1.0
7.0,6.0,36.0,3.1,0.51,0.01,1.0,4.0,1.0,3.0,White,1.0
2.0,1.0,35.0,2.7,-0.96,-1.3,1.0,3.0,1.0,2.0,White,0.0
3.0,4.0,46.0,3.3,-0.51,-0.26,1.0,3.0,0.0,5.0,White,1.0
2.0,2.0,33.0,2.6,-0.98,-0.98,1.0,3.0,1.0,2.0,White,1.0
7.0,4.0,44.0,3.7,0.54,-0.35,1.0,4.0,0.0,6.0,White,1.0
4.0,4.0,27.0,3.0,-0.21,-0.36,2.0,4.0,0.0,3.0,White,1.0
9.0,10.0,34.0,3.6,1.08,1.38,1.0,4.0,0.0,5.0,Non-White,1.0
4.0,2.0,28.0,3.4,-0.29,-0.95,1.0,1.0,1.0,3.0,Non-White,1.0
6.0,7.0,36.5,3.4,0.23,0.46,1.0,4.0,0.0,4.0,White,1.0
