Metric,Bootstrap_Model_Seed,Model_Name,Model_Params,Run_Number,Dataset_Name,Num_Estimators,Test_Set_Index,Tag,Record_Create_Date_Time,Session_Uuid,Experiment_Iteration,Dataset_Split_Seed,Model_Init_Seed,Fair_Intervention_Params_Lst,Intervention_Param,RAC1P_dis,RAC1P_dis_correct,RAC1P_dis_incorrect,RAC1P_priv,RAC1P_priv_correct,RAC1P_priv_incorrect,SEX&RAC1P_dis,SEX&RAC1P_dis_correct,SEX&RAC1P_dis_incorrect,SEX&RAC1P_priv,SEX&RAC1P_priv_correct,SEX&RAC1P_priv_incorrect,SEX_dis,SEX_dis_correct,SEX_dis_incorrect,SEX_priv,SEX_priv_correct,SEX_priv_incorrect,overall
Overall_Uncertainty,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.8538325680863391,0.832312730832533,0.9025510885359282,0.8373037289546026,0.8098620981517936,0.8903642992153846,0.853563330438458,0.8318124083351024,0.9066926319696058,0.8417702094774311,0.8160679260486544,0.8921185181118844,0.8495869644310914,0.8238903019608642,0.9037301167207586,0.8392951382504544,0.8165776072149208,0.8857819378694636,0.8450722833465186
PPV,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.7007299270072993,1.0,0.0,0.6145251396648045,1.0,0.0,0.7,1.0,0.0,0.635593220338983,1.0,0.0,0.6091954022988506,1.0,0.0,0.704225352112676,1.0,0.0,0.6518987341772152
PPV,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.7037037037037037,1.0,0.0,0.6022099447513812,1.0,0.0,0.7051282051282052,1.0,0.0,0.6260504201680672,1.0,0.0,0.6046511627906976,1.0,0.0,0.6944444444444444,1.0,0.0,0.6455696202531646
Per_Sample_Accuracy,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.6934397163120567,0.9787525562372188,0.04752314814814816,0.6601949685534592,0.9667897727272727,0.05389513108614232,0.7096547619047617,0.9811409395973154,0.04651639344262295,0.662662037037037,0.9689777468706536,0.05257617728531856,0.680688836104513,0.9739005235602095,0.05611524163568773,0.6695896656534955,0.9707882882882882,0.044672897196261684,0.67582
Per_Sample_Accuracy,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.6927801418439716,0.9785480572597137,0.04583333333333334,0.6587169811320756,0.9707251908396946,0.05542435424354243,0.7097857142857144,0.9813422818791946,0.04647540983606558,0.6610925925925926,0.9716503496503497,0.05273972602739726,0.6799940617577198,0.975893169877408,0.056531365313653145,0.6679863221884498,0.9727036199095023,0.04444444444444445,0.6747266666666667
Positive-Rate,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.5055350553505535,1.0,0.2342857142857143,0.5811688311688312,1.0,0.3484848484848485,0.5194805194805194,1.0,0.24489795918367346,0.5552941176470588,1.0,0.31272727272727274,0.5667752442996743,1.0,0.3383084577114428,0.5220588235294118,1.0,0.2441860465116279,0.5457685664939551
Positive-Rate,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.4981549815498155,1.0,0.22727272727272727,0.5876623376623377,1.0,0.36180904522613067,0.5064935064935064,1.0,0.23232323232323232,0.56,1.0,0.322463768115942,0.5602605863192183,1.0,0.33497536945812806,0.5294117647058824,1.0,0.2558139534883721,0.5457685664939551
Sample_Size,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,705.0,489.0,216.0,795.0,528.0,267.0,420.0,298.0,122.0,1080.0,719.0,361.0,842.0,573.0,269.0,658.0,444.0,214.0,1500.0
Sample_Size,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,705.0,489.0,216.0,795.0,524.0,271.0,420.0,298.0,122.0,1080.0,715.0,365.0,842.0,571.0,271.0,658.0,442.0,216.0,1500.0
Selection-Rate,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.19432624113475178,0.19631901840490798,0.18981481481481483,0.22515723270440252,0.20833333333333334,0.25842696629213485,0.19047619047619047,0.18791946308724833,0.19672131147540983,0.21851851851851853,0.2086230876216968,0.23822714681440443,0.20665083135391923,0.1849912739965096,0.2527881040892193,0.21580547112462006,0.22522522522522523,0.19626168224299065,0.21066666666666667
Selection-Rate,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.19148936170212766,0.19427402862985685,0.18518518518518517,0.22767295597484277,0.20801526717557253,0.2656826568265683,0.18571428571428572,0.18456375838926176,0.1885245901639344,0.22037037037037038,0.2083916083916084,0.24383561643835616,0.2042755344418052,0.18213660245183888,0.25092250922509224,0.2188449848024316,0.22624434389140272,0.2037037037037037,0.21066666666666667
Statistical_Bias,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.4039291937726283,0.29349073469117737,0.6539495941931354,0.4087428626725564,0.28275627983019525,0.6578848691922816,0.3960629764865914,0.29149180749724696,0.6514909138540066,0.41053167343520086,0.28643633710730076,0.6576910829082206,0.40351857941126507,0.2883183735394532,0.6489078655248269,0.41027053734057767,0.2874005787752751,0.6651969934293362,0.4064804382895902
Statistical_Bias,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.4036191387901632,0.2926940987099507,0.6547411045273106,0.40883293669159354,0.280566544015709,0.6568461830464403,0.39555014263916305,0.29080184109709023,0.65141074804521,0.41059501630410494,0.284594873687363,0.6574172134848459,0.4035569797393647,0.2872536582475763,0.6486093656132066,0.4099980251920011,0.285344897000071,0.6650752597328954,0.40638245167792125
Std,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.028175265359520384,0.02722587397867902,0.030324581957814022,0.028620160323482583,0.02767576962960001,0.030487719448463856,0.02825427030311296,0.027118207992728415,0.03102924217601947,0.028472033341039888,0.027600880053087314,0.030207100415937122,0.02860264326558721,0.027150130097744484,0.031696658303408336,0.02816590259271443,0.027858635572061394,0.02880340986920951,0.02841105969042035
Std,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.02798776425030242,0.026920845190441814,0.030403150455264618,0.027768179514933208,0.026766427576262006,0.02970514636313878,0.028044448850024377,0.026679762461346936,0.03137786314367912,0.027804081475763767,0.026908156831616716,0.02955911194306552,0.027963585810352985,0.026459865881110697,0.031131940347612554,0.027753400088932973,0.027333298484102108,0.028613052446966505,0.027871384340556738
TNR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.9055299539170507,1.0,0.0,0.8583162217659137,1.0,0.0,0.9097744360902256,1.0,0.0,0.8687022900763359,1.0,0.0,0.8728971962616823,1.0,0.0,0.8911917098445595,1.0,0.0,0.8805646036916395
TNR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.9078341013824884,1.0,0.0,0.8521560574948666,1.0,0.0,0.9135338345864662,1.0,0.0,0.8641221374045801,1.0,0.0,0.8728971962616823,1.0,0.0,0.8860103626943006,1.0,0.0,0.8783930510314875
TPR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.35424354243542433,1.0,0.0,0.35714285714285715,1.0,0.0,0.36363636363636365,1.0,0.0,0.35294117647058826,1.0,0.0,0.34527687296416937,1.0,0.0,0.36764705882352944,1.0,0.0,0.35578583765112265
TPR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.3505535055350554,1.0,0.0,0.3538961038961039,1.0,0.0,0.35714285714285715,1.0,0.0,0.35058823529411764,1.0,0.0,0.33876221498371334,1.0,0.0,0.36764705882352944,1.0,0.0,0.35233160621761656
Accuracy,101,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'sgd', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-02 03:07:47.064,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.6836879432624113,1.0,0.0,0.6716981132075471,1.0,0.0,0.7166666666666667,1.0,0.0,0.6620370370370371,1.0,0.0,0.6971496437054632,1.0,0.0,0.6519756838905775,1.0,0.0,0.6773333333333333
Accuracy,101,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'sgd', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-02 03:29:51.795,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.699290780141844,1.0,0.0,0.6880503144654088,1.0,0.0,0.7428571428571429,1.0,0.0,0.674074074074074,1.0,0.0,0.7197149643705463,1.0,0.0,0.6595744680851063,1.0,0.0,0.6933333333333334
Aleatoric_Uncertainty,101,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'sgd', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-02 03:07:47.064,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.6734669507897533,0.6358225553074892,0.754832863894916,0.6432666301876696,0.612212372928401,0.7068029266491616,0.6638838015619872,0.6284473587534197,0.7535171569013045,0.6549629394906842,0.6212940193247506,0.7209171255691568,0.6482803086577847,0.6134498917246337,0.7284585625391954,0.6692084368026119,0.6370461360364009,0.7294600832161686,0.657460780870649
Aleatoric_Uncertainty,101,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'sgd', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-02 03:29:51.795,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.781055339814094,0.7465782157257179,0.8612309161139501,0.7608481153169574,0.7275322647798578,0.8343310598483826,0.7740517435189649,0.7463522578190568,0.8540724799853656,0.7689041981184743,0.7323644295986477,0.8444750830117523,0.7670183928660977,0.7366964718963996,0.8448789187459159,0.7746030082867222,0.7363713069542466,0.8486769296183935,0.7703455108306116
F1,101,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'sgd', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-02 03:07:47.064,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.5098901098901099,1.0,0.0,0.5175600739371534,1.0,0.0,0.5576208178438662,1.0,0.0,0.49793672627235214,1.0,0.0,0.5372050816696915,1.0,0.0,0.4853932584269663,1.0,0.0,0.5140562248995983
F1,101,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'sgd', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-02 03:29:51.795,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.5023474178403756,1.0,0.0,0.5303030303030303,1.0,0.0,0.5609756097560976,1.0,0.0,0.5028248587570622,1.0,0.0,0.5408560311284046,1.0,0.0,0.4909090909090909,1.0,0.0,0.5178197064989518
FNR,101,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'sgd', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-02 03:07:47.064,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.5719557195571956,0.0,1.0,0.5454545454545454,0.0,1.0,0.512987012987013,0.0,1.0,0.5741176470588235,0.0,1.0,0.5179153094462541,0.0,1.0,0.6029411764705882,0.0,1.0,0.5578583765112263
FNR,101,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'sgd', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-02 03:29:51.795,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.6051660516605166,0.0,1.0,0.5454545454545454,0.0,1.0,0.551948051948052,0.0,1.0,0.5811764705882353,0.0,1.0,0.5472312703583062,0.0,1.0,0.6029411764705882,0.0,1.0,0.5734024179620034
FPR,101,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'sgd', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-02 03:07:47.064,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.15668202764976957,0.0,1.0,0.19096509240246407,0.0,1.0,0.15037593984962405,0.0,1.0,0.18473282442748093,0.0,1.0,0.17943925233644858,0.0,1.0,0.16839378238341968,0.0,1.0,0.1748099891422367
FPR,101,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'sgd', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-02 03:29:51.795,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.11059907834101383,0.0,1.0,0.16427104722792607,0.0,1.0,0.08646616541353383,0.0,1.0,0.16030534351145037,0.0,1.0,0.12710280373831775,0.0,1.0,0.15544041450777202,0.0,1.0,0.13897937024972856
IQR,101,MLPClassifier,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'sgd', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-02 03:07:47.064,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.19740234097160045,0.18280456630925876,0.2289544817215946,0.19257741575077017,0.1760082627737494,0.22647752184168618,0.19849937390022518,0.18435556703849623,0.23427488537401006,0.19342403598957966,0.1770757868582623,0.22544868839750273,0.19394541103344892,0.1777863421140638,0.23114295399689616,0.19599644349039003,0.18121125981652556,0.22369445133356838,0.19484513060456038
