Metric,Bootstrap_Model_Seed,Model_Name,Model_Params,Run_Number,Dataset_Name,Num_Estimators,Tag,Record_Create_Date_Time,Session_Uuid,Experiment_Iteration,Dataset_Split_Seed,Model_Init_Seed,Fair_Intervention_Params_Lst,Intervention_Param,male&race_dis,male&race_dis_correct,male&race_dis_incorrect,male&race_priv,male&race_priv_correct,male&race_priv_incorrect,male_dis,male_dis_correct,male_dis_incorrect,male_priv,male_priv_correct,male_priv_incorrect,overall,race_dis,race_dis_correct,race_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,Test_Set_Index
Accuracy,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.7965116279069767,1.0,0.0,0.9124737945492662,1.0,0.0,0.8946236559139785,1.0,0.0,0.9095652173913044,1.0,0.0,0.9028846153846154,0.7844827586206896,1.0,0.0,0.9266743648960739,1.0,0.0,0
Aleatoric_Uncertainty,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.6115836953497042,0.5445957245167313,0.8737937526101981,0.31998663134588556,0.2817476539461111,0.7186336951363496,0.3395684737082231,0.2964984178968526,0.7052244577394499,0.3477636588343056,0.3044412964519983,0.7834866497178965,0.3440994654846629,0.611982495927394,0.5377857770264783,0.882058552726727,0.2902753923933983,0.2606334969786561,0.6648835982253761,0
F1,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.8648648648648649,1.0,0.0,0.9531030609379387,1.0,0.0,0.9421487603305785,1.0,0.0,0.9510818438381938,1.0,0.0,0.9471204188481676,0.8554913294797688,1.0,0.0,0.9615268100575584,1.0,0.0,0
FNR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.08943089430894309,0.0,1.0,0.014518002322880372,0.0,1.0,0.019656019656019656,0.0,1.0,0.019398642095053348,0.0,1.0,0.01951219512195122,0.10483870967741936,0.0,1.0,0.006261740763932373,0.0,1.0,0
FPR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.4897959183673469,0.0,1.0,0.7634408602150538,0.0,1.0,0.7068965517241379,0.0,1.0,0.7058823529411765,0.0,1.0,0.7063829787234043,0.49,0.0,1.0,0.8666666666666667,0.0,1.0,0
IQR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.024815218199418322,0.021806889229005432,0.03659067731217739,0.010269958261550924,0.008581377613600439,0.027873664297968836,0.011223445322083164,0.009369705301001008,0.02696131978678064,0.011674342385914586,0.00968654630900504,0.03166698369790868,0.011472739371797653,0.025265706341934365,0.02147089571666985,0.03907881701789719,0.008701404206897204,0.007517861507165882,0.02365877454602139,0
Jitter,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.030009349070934097,0.025189817701649676,0.04887437185929909,0.007254511551468568,0.002381984592693784,0.05805133451689412,0.0088068838817726,0.005149425009663387,0.03985796328580953,0.00940244701769683,0.0031679910066586894,0.07210668728256929,0.009136161577115758,0.03350950153064315,0.016894177848956526,0.09398927973197556,0.0042389777989251635,0.0018603923042000519,0.034299054326745924,0
Label_Stability,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.9577906976744187,0.9631386861313868,0.9368571428571428,0.99,0.9969902354968408,0.9171257485029938,0.9877741935483872,0.9928365384615384,0.944795918367347,0.9869826086956519,0.9958604206500957,0.8976923076923077,0.9873365384615383,0.9535057471264368,0.9763003663003662,0.8705333333333334,0.994133949191686,0.9976199376947041,0.9500787401574803,0
Mean,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.27990861449265425,0.23687207410087685,0.4483659297404686,0.09764045847136385,0.07943268391798641,0.28745923390507744,0.1115736628080759,0.0894819945281686,0.2991274180007584,0.1136337130822506,0.09205999751969234,0.3306155061441347,0.11271263291158595,0.2910565701228048,0.24731175503180208,0.45028769705405447,0.07687909356429717,0.0643163038812165,0.23564505766937208,0
Overall_Uncertainty,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.6136094522005411,0.5463904551386578,0.8767238121284847,0.32069789872723925,0.2823317997970399,0.7206702235025518,0.34037042780630966,0.2971631788415554,0.7071911537111623,0.3485981901653893,0.3051198766773121,0.7858896892858577,0.3449194310336854,0.6140499172446062,0.5395372672119887,0.8852759633633344,0.29084471440470133,0.2611224185992334,0.6664690039147482,0
PPV,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.8235294117647058,1.0,0.0,0.922784121805329,1.0,0.0,0.9068181818181819,1.0,0.0,0.9232876712328767,1.0,0.0,0.9159493670886076,0.8191881918819188,1.0,0.0,0.9313380281690141,1.0,0.0,0
Per_Sample_Accuracy,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.7882558139534883,0.9815693430656934,0.03157142857142858,0.914727463312369,0.9984951177484205,0.041437125748502994,0.8943279569892472,0.9964182692307693,0.027602040816326532,0.9123086956521739,0.9979302103250478,0.051153846153846154,0.9042692307692308,0.7891379310344828,0.9881501831501831,0.06473333333333334,0.9274018475750577,0.9988099688473521,0.024960629921259844,0
Positive-Rate,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,1.1056910569105691,1.0,2.1818181818181817,1.0679442508710801,1.0,5.68,1.0810810810810811,1.0,5.125,1.0620756547041708,1.0,4.2,1.070460704607046,1.092741935483871,1.0,1.8846153846153846,1.0670006261740763,1.0,11.7,0
Sample_Size,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,172.0,137.0,35.0,1908.0,1741.0,167.0,930.0,832.0,98.0,1150.0,1046.0,104.0,2080.0,348.0,273.0,75.0,1732.0,1605.0,127.0,0
Selection-Rate,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.7906976744186046,0.8175182481751825,0.6857142857142857,0.9638364779874213,0.9747271682940839,0.8502994011976048,0.946236559139785,0.9591346153846154,0.8367346938775511,0.9521739130434783,0.9665391969407265,0.8076923076923077,0.9495192307692307,0.7787356321839081,0.8131868131868132,0.6533333333333333,0.9838337182448037,0.9887850467289719,0.9212598425196851,0
Statistical_Bias,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.2758597442084151,0.17583238687974592,0.6673954000377772,0.12760814856082148,0.06867265133679296,0.7420195298005438,0.14761280273512567,0.07672551110543081,0.7494314418770248,0.13360375383845904,0.07630257910149453,0.7099213382121593,0.13986741512398787,0.2715719704816224,0.16753202078607243,0.6502773873734242,0.1134048370267264,0.06100428741762241,0.7756322553150093,0
Std,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.01887249133378814,0.016512447630630023,0.028110376686149914,0.007664241811293473,0.006403741772299821,0.02080514341541292,0.008452462635865162,0.007046440163211389,0.020389306485333932,0.008703175333917306,0.007216521544147636,0.02365548171948537,0.008591077829499763,0.019081231222147953,0.01617745777272049,0.02965096657806392,0.00648335647809008,0.005604158117767979,0.01759448536247567,0
TNR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.5102040816326531,1.0,0.0,0.23655913978494625,1.0,0.0,0.29310344827586204,1.0,0.0,0.29411764705882354,1.0,0.0,0.2936170212765957,0.51,1.0,0.0,0.13333333333333333,1.0,0.0,0
TPR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.661,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.9105691056910569,1.0,0.0,0.9854819976771196,1.0,0.0,0.9803439803439803,1.0,0.0,0.9806013579049466,1.0,0.0,0.9804878048780488,0.8951612903225806,1.0,0.0,0.9937382592360676,1.0,0.0,0
Accuracy,101,MLPClassifier,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'lbfgs', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 04:03:36.539,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.7790697674418605,1.0,0.0,0.9140461215932913,1.0,0.0,0.889247311827957,1.0,0.0,0.9139130434782609,1.0,0.0,0.9028846153846154,0.7787356321839081,1.0,0.0,0.9278290993071594,1.0,0.0,0
Aleatoric_Uncertainty,101,MLPClassifier,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'lbfgs', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 04:03:36.539,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.39592839083088177,0.345805679425671,0.5726768994703095,0.2021904318614913,0.17798363293063837,0.45960907415056135,0.21502472358467864,0.18395882725444804,0.46445672615847194,0.22078785589642255,0.19467884560860582,0.49796532874991134,0.2182110707762678,0.39722758461153446,0.3478601176522983,0.5709754228706647,0.18224239478627194,0.16333000932812722,0.4253800222361812,0
F1,101,MLPClassifier,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'lbfgs', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 04:03:36.539,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.8527131782945736,1.0,0.0,0.9538028169014084,1.0,0.0,0.9390171699230314,1.0,0.0,0.9532798489853704,1.0,0.0,0.946953781512605,0.8504854368932039,1.0,0.0,0.962040692377771,1.0,0.0,0
FNR,101,MLPClassifier,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'lbfgs', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 04:03:36.539,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.10569105691056911,0.0,1.0,0.01684088269454123,0.0,1.0,0.025798525798525797,0.0,1.0,0.020368574199806012,0.0,1.0,0.022764227642276424,0.11693548387096774,0.0,1.0,0.008140262993112084,0.0,1.0,0
FPR,101,MLPClassifier,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'lbfgs', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 04:03:36.539,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.5102040816326531,0.0,1.0,0.7258064516129032,0.0,1.0,0.7068965517241379,0.0,1.0,0.6554621848739496,0.0,1.0,0.6808510638297872,0.48,0.0,1.0,0.8296296296296296,0.0,1.0,0
IQR,101,MLPClassifier,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'lbfgs', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 04:03:36.539,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.15908351589457667,0.13563815722483819,0.2417592543615492,0.0752969261849312,0.0616189297021114,0.2207507424412589,0.08110827525610916,0.0655472027261666,0.20605009061788096,0.08312887296220384,0.0679651663311806,0.24410923325720804,0.08222543264169034,0.16457830906802673,0.1342343043150902,0.27137344267901103,0.06567878079621399,0.05554538270019985,0.19595374671857185,0
Jitter,101,MLPClassifier,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'lbfgs', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 04:03:36.539,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.1598913170503697,0.1342638565964109,0.25026183549325454,0.06353065115935905,0.05185160319948576,0.1877273562936732,0.07066985464958188,0.054346581760067667,0.20173147289846627,0.07216941227878665,0.060395746573017474,0.19716055022586562,0.07149893699265836,0.15868408132617043,0.1312162287452149,0.25535665339685243,0.053981367576914366,0.04533973539133085,0.16507819095476403,0
Label_Stability,101,MLPClassifier,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'lbfgs', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 04:03:36.539,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.7993023255813955,0.837910447761194,0.6631578947368421,0.92416142557652,0.9394667431192661,0.7614024390243903,0.9147634408602151,0.937049576783555,0.7358252427184465,0.9130869565217393,0.9284205518553759,0.7503030303030301,0.9138365384615386,0.8010632183908045,0.841180811808118,0.6598701298701299,0.9364953810623557,0.9475731176104543,0.79408,0
Mean,101,MLPClassifier,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'lbfgs', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 04:03:36.539,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.27959745200299124,0.23440985530667052,0.43894318772159613,0.09741696798948628,0.07959864389316311,0.2868996339894108,0.11061309223206439,0.08615939047496757,0.3069549500293369,0.11399318338489951,0.09417425274783266,0.3243941540874982,0.11248189262906458,0.2900997099779303,0.24581031439858966,0.4459753749389861,0.07679424803471975,0.06447813339063628,0.2351302178990567,0
Overall_Uncertainty,101,MLPClassifier,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'lbfgs', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 04:03:36.539,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.6177290090183984,0.5434985783687246,0.8794889486777746,0.3111113491891901,0.2735805366044171,0.7102195025297032,0.331049351633622,0.28209369702908565,0.7241204813224725,0.34084691024771374,0.3012956973325011,0.7607289786708292,0.33646627105968235,0.6202617329292858,0.5466346669149742,0.8793907574731609,0.2794450119773371,0.25004061643158343,0.6574679211135468,0
PPV,101,MLPClassifier,"{'activation': 'logistic', 'alpha': 0.0001, 'batch_size': 'auto', 'beta_1': 0.9, 'beta_2': 0.999, 'early_stopping': False, 'epsilon': 1e-08, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_fun': 15000, 'max_iter': 1000, 'momentum': 0.9, 'n_iter_no_change': 10, 'nesterovs_momentum': True, 'power_t': 0.5, 'random_state': 101, 'shuffle': True, 'solver': 'lbfgs', 'tol': 0.0001, 'validation_fraction': 0.1, 'verbose': False, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 04:03:36.539,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.8148148148148148,1.0,0.0,0.9261487964989059,1.0,0.0,0.9062857142857143,1.0,0.0,0.9283088235294118,1.0,0.0,0.9184921039225675,0.8202247191011236,1.0,0.0,0.9339622641509434,1.0,0.0,0
